PMT_ID,CircleNo,PositionNo,UpOrDown(0=Up 1=Down),PMTType,Channel(0-2),X,Y,Z,Theta,Phi,GCU,BECID,RMU_ID,RMU_2nd
16095,40,64,0,1,2,11285.56,-439.104,-15815.3,144.4684,-2.2282,1490,19.0,5,5.0-1.0
16096,40,65,0,1,0,11293.51,115.1803,-15815.3,144.4684,0.5843,1799,31.0,3,3.0-1.0
16097,40,66,0,1,1,11274.25,669.1877,-15815.3,144.4684,3.3968,1799,31.0,3,3.0-1.0
16098,40,67,0,2,2,11227.84,1221.584,-15815.3,144.4684,6.2093,1799,31.0,3,3.0-1.0
16099,40,68,0,1,2,11154.37,1771.036,-15815.3,144.4684,9.0218,1240,31.0,3,3.0-1.0
16100,40,69,0,2,1,11054.04,2316.222,-15815.3,144.4684,11.8343,1240,31.0,3,3.0-1.0
16101,40,70,0,1,0,10927.07,2855.827,-15815.3,144.4684,14.6468,1240,31.0,3,3.0-1.0
16102,40,71,0,2,2,10773.78,3388.553,-15815.3,144.4684,17.4593,2658,31.0,3,3.0-1.0
16103,40,72,0,1,1,10594.53,3913.116,-15815.3,144.4684,20.2718,2658,31.0,3,3.0-1.0
16104,40,73,0,2,0,10389.76,4428.251,-15815.3,144.4684,23.0843,2658,31.0,3,3.0-1.0
16105,40,74,0,1,0,10159.97,4932.719,-15815.3,144.4684,25.8968,1225,31.0,3,3.0-1.0
16106,40,75,0,2,1,9905.69,5425.304,-15815.3,144.4684,28.7093,1225,31.0,3,3.0-1.0
16107,40,76,0,2,2,9627.551,5904.818,-15815.3,144.4684,31.5218,1225,31.0,3,3.0-1.0
16108,40,77,0,1,2,9326.218,6370.106,-15815.3,144.4684,34.3343,1286,170.0,3,3.0-2.0
16109,40,78,0,1,1,9002.418,6820.049,-15815.3,144.4684,37.1468,1286,170.0,3,3.0-2.0
16110,40,79,0,1,0,8656.931,7253.561,-15815.3,144.4684,39.9593,1286,170.0,3,3.0-2.0
16111,40,80,0,2,2,8290.588,7669.599,-15815.3,144.4684,42.7718,1154,170.0,3,3.0-2.0
16112,40,81,0,1,1,7904.272,8067.161,-15815.3,144.4684,45.5843,1154,170.0,3,3.0-2.0
16113,40,82,0,2,0,7498.913,8445.289,-15815.3,144.4684,48.3968,1154,170.0,3,3.0-2.0
16114,40,83,0,1,0,7075.489,8803.071,-15815.3,144.4684,51.2093,801,170.0,3,3.0-2.0
16115,40,84,0,2,1,6635.019,9139.645,-15815.3,144.4684,54.0218,801,170.0,3,3.0-2.0
16116,40,85,0,1,2,6178.567,9454.2,-15815.3,144.4684,56.8343,801,170.0,3,3.0-2.0
16117,40,86,0,2,0,5707.229,9745.98,-15815.3,144.4684,59.6468,5651,170.0,3,3.0-2.0
16118,40,87,0,1,1,5222.142,10014.28,-15815.3,144.4684,62.4593,5651,170.0,3,3.0-2.0
16119,40,88,0,2,2,4724.474,10258.46,-15815.3,144.4684,65.2718,5651,170.0,3,3.0-2.0
16120,40,89,0,1,0,4215.425,10477.92,-15815.3,144.4684,68.0843,6569,170.0,3,3.0-2.0
16121,40,90,0,2,1,3696.22,10672.14,-15815.3,144.4684,70.8968,6569,170.0,3,3.0-2.0
16122,40,91,0,1,2,3168.111,10840.65,-15815.3,144.4684,73.7093,6569,170.0,3,3.0-2.0
16123,40,92,0,2,2,2632.369,10983.04,-15815.3,144.4684,76.5218,4048,53.0,2,2.0-3.0
16124,40,93,0,2,1,2090.286,11098.98,-15815.3,144.4684,79.3343,4048,53.0,2,2.0-3.0
16125,40,94,0,1,0,1543.167,11188.17,-15815.3,144.4684,82.1468,4048,53.0,2,2.0-3.0
16126,40,95,0,1,0,992.3305,11250.42,-15815.3,144.4684,84.9593,3693,53.0,2,2.0-3.0
16127,40,96,0,1,1,439.1035,11285.56,-15815.3,144.4684,87.7718,3693,53.0,2,2.0-3.0
16128,40,97,0,2,2,-115.181,11293.51,-15815.3,144.4684,90.5843,3693,53.0,2,2.0-3.0
16129,40,98,0,1,0,-669.188,11274.25,-15815.3,144.4684,93.3968,4002,53.0,2,2.0-3.0
16130,40,99,0,2,1,-1221.58,11227.84,-15815.3,144.4684,96.2093,4002,53.0,2,2.0-3.0
16131,40,100,0,1,0,-1771.04,11154.37,-15815.3,144.4684,99.0219,3878,53.0,2,2.0-3.0
16132,40,101,0,2,1,-2316.22,11054.04,-15815.3,144.4684,101.8343,3878,53.0,2,2.0-3.0
16133,40,102,0,1,2,-2855.83,10927.07,-15815.3,144.4684,104.6468,3878,53.0,2,2.0-3.0
16134,40,103,0,2,0,-3388.55,10773.78,-15815.3,144.4684,107.4593,6857,137.0,3,3.0-3.0
16135,40,104,0,1,1,-3913.12,10594.53,-15815.3,144.4684,110.2719,6857,137.0,3,3.0-3.0
16136,40,105,0,2,2,-4428.25,10389.76,-15815.3,144.4684,113.0843,6857,137.0,3,3.0-3.0
16137,40,106,0,1,0,-4932.72,10159.97,-15815.3,144.4684,115.8968,6278,137.0,3,3.0-3.0
16138,40,107,0,2,1,-5425.3,9905.69,-15815.3,144.4684,118.7093,6278,137.0,3,3.0-3.0
16139,40,108,0,1,2,-5904.82,9627.551,-15815.3,144.4684,121.5218,6278,137.0,3,3.0-3.0
16140,40,109,0,2,2,-6370.11,9326.218,-15815.3,144.4684,124.3343,5635,109.0,4,4.0-3.0
16141,40,110,0,2,1,-6820.05,9002.418,-15815.3,144.4684,127.1468,5635,109.0,4,4.0-3.0
16142,40,111,0,1,0,-7253.56,8656.931,-15815.3,144.4684,129.9593,5635,109.0,4,4.0-3.0
16143,40,112,0,1,0,-7669.6,8290.588,-15815.3,144.4684,132.7718,2562,109.0,4,4.0-3.0
16144,40,113,0,1,1,-8067.16,7904.272,-15815.3,144.4684,135.5843,2562,109.0,4,4.0-3.0
16145,40,114,0,2,2,-8445.29,7498.913,-15815.3,144.4684,138.3968,2562,109.0,4,4.0-3.0
16146,40,115,0,1,2,-8803.07,7075.489,-15815.3,144.4684,141.2093,1063,109.0,4,4.0-3.0
16147,40,116,0,2,1,-9139.65,6635.019,-15815.3,144.4684,144.0219,1063,109.0,4,4.0-3.0
16148,40,117,0,1,0,-9454.2,6178.567,-15815.3,144.4684,146.8343,1063,109.0,4,4.0-3.0
16149,40,118,0,2,2,-9745.98,5707.229,-15815.3,144.4684,149.6468,2105,10.0,3,3.0-1.0
16150,40,119,0,1,1,-10014.3,5222.142,-15815.3,144.4684,152.4594,2105,10.0,3,3.0-1.0
16151,40,120,0,2,0,-10258.5,4724.474,-15815.3,144.4683,155.2719,2105,10.0,3,3.0-1.0
16152,40,121,0,1,0,-10477.9,4215.425,-15815.3,144.4685,158.0843,1891,10.0,3,3.0-1.0
16153,40,122,0,2,1,-10672.1,3696.22,-15815.3,144.4685,160.8968,1891,10.0,3,3.0-1.0
16154,40,123,0,2,2,-10840.6,3168.111,-15815.3,144.4685,163.7093,1891,10.0,3,3.0-1.0
16155,40,124,0,1,2,-10983.0,2632.369,-15815.3,144.4685,166.5218,1637,10.0,3,3.0-1.0
16156,40,125,0,1,1,-11099.0,2090.286,-15815.3,144.4684,169.3344,1637,10.0,3,3.0-1.0
16157,40,126,0,2,0,-11188.2,1543.167,-15815.3,144.4684,172.1469,1637,10.0,3,3.0-1.0
16158,40,127,0,2,2,-11250.4,992.3307,-15815.3,144.4685,174.9593,1448,10.0,3,3.0-1.0
16159,40,128,0,1,1,-11285.6,439.1037,-15815.3,144.4683,177.7718,1448,10.0,3,3.0-1.0
16160,41,1,0,2,2,-10911.6,-379.245,-16077.1,145.819,-178.0094,1510,10.0,3,3.0-1.0
16161,41,2,0,2,2,-10879.9,-914.196,-16077.1,145.8189,-175.1969,1604,52.0,6,6.0-1.0
16162,41,3,0,2,1,-10821.9,-1446.94,-16077.1,145.819,-172.3844,1604,52.0,6,6.0-1.0
16163,41,4,0,2,0,-10737.9,-1976.21,-16077.1,145.8189,-169.5719,1604,52.0,6,6.0-1.0
16164,41,5,0,2,0,-10628.0,-2500.71,-16077.1,145.8189,-166.7595,1684,52.0,6,6.0-1.0
16165,41,6,0,2,1,-10492.4,-3019.18,-16077.1,145.8191,-163.9469,1684,52.0,6,6.0-1.0
16166,41,7,0,2,2,-10331.7,-3530.39,-16077.1,145.8189,-161.1345,1684,52.0,6,6.0-1.0
16167,41,8,0,1,2,-10146.0,-4033.09,-16077.1,145.819,-158.3219,735,52.0,6,6.0-1.0
16168,41,9,0,2,1,-9935.88,-4526.07,-16077.1,145.819,-155.5094,735,52.0,6,6.0-1.0
16169,41,10,0,2,0,-9701.83,-5008.15,-16077.1,145.819,-152.6969,735,52.0,6,6.0-1.0
16170,41,11,0,2,2,-9444.4,-5478.16,-16077.1,145.819,-149.8844,922,175.0,5,5.0-1.0
16171,41,12,0,2,1,-9164.22,-5934.98,-16077.1,145.819,-147.0719,922,175.0,5,5.0-1.0
16172,41,13,0,2,0,-8861.97,-6377.49,-16077.1,145.819,-144.2594,922,175.0,5,5.0-1.0
16173,41,14,0,2,0,-8538.37,-6804.65,-16077.1,145.819,-141.4469,2178,175.0,5,5.0-1.0
16174,41,15,0,2,1,-8194.19,-7215.41,-16077.1,145.819,-138.6344,2178,175.0,5,5.0-1.0
16175,41,16,0,2,2,-7830.28,-7608.79,-16077.1,145.819,-135.8219,2178,175.0,5,5.0-1.0
16176,41,17,0,2,0,-7447.5,-7983.84,-16077.1,145.819,-133.0094,838,175.0,5,5.0-1.0
16177,41,18,0,2,1,-7046.78,-8339.65,-16077.1,145.819,-130.1969,838,175.0,5,5.0-1.0
16178,41,19,0,2,2,-6629.09,-8675.38,-16077.1,145.819,-127.3844,838,175.0,5,5.0-1.0
16179,41,20,0,2,0,-6195.42,-8990.2,-16077.1,145.819,-124.5719,932,175.0,5,5.0-1.0
16180,41,21,0,2,1,-5746.83,-9283.37,-16077.1,145.819,-121.7594,932,175.0,5,5.0-1.0
16181,41,22,0,2,2,-5284.4,-9554.17,-16077.1,145.819,-118.9469,932,175.0,5,5.0-1.0
16182,41,23,0,2,0,-4809.23,-9801.95,-16077.1,145.819,-116.1344,6037,175.0,5,5.0-1.0
16183,41,24,0,2,1,-4322.48,-10026.1,-16077.1,145.819,-113.322,6037,175.0,5,5.0-1.0
16184,41,25,0,2,2,-3825.31,-10226.1,-16077.1,145.8191,-110.5095,6037,175.0,5,5.0-1.0
16185,41,26,0,2,0,-3318.93,-10401.5,-16077.1,145.8191,-107.6969,5115,20.0,5,5.0-2.0
16186,41,27,0,2,1,-2804.56,-10551.8,-16077.1,145.8191,-104.8845,5115,20.0,5,5.0-2.0
16187,41,28,0,2,2,-2283.42,-10676.7,-16077.1,145.8191,-102.072,5115,20.0,5,5.0-2.0
16188,41,29,0,2,2,-1756.79,-10775.9,-16077.1,145.8191,-99.2594,4916,20.0,5,5.0-2.0
16189,41,30,0,2,1,-1225.92,-10849.2,-16077.1,145.8189,-96.4469,4916,20.0,5,5.0-2.0
16190,41,31,0,2,0,-692.104,-10896.2,-16077.1,145.8191,-93.6344,4916,20.0,5,5.0-2.0
16191,41,32,0,2,2,-156.618,-10917.1,-16077.1,145.8189,-90.8219,4319,20.0,5,5.0-2.0
16192,41,33,0,2,1,379.2453,-10911.6,-16077.1,145.819,-88.0094,4319,20.0,5,5.0-2.0
16193,41,34,0,2,0,914.1961,-10879.9,-16077.1,145.8189,-85.1969,4319,20.0,5,5.0-2.0
16194,41,35,0,2,0,1446.944,-10821.9,-16077.1,145.819,-82.3844,6577,93.0,7,7.0-3.0
16195,41,36,0,2,1,1976.206,-10737.9,-16077.1,145.8189,-79.572,6577,93.0,7,7.0-3.0
16196,41,37,0,2,2,2500.707,-10628.0,-16077.1,145.8189,-76.7595,6577,93.0,7,7.0-3.0
16197,41,38,0,2,2,3019.183,-10492.4,-16077.1,145.8191,-73.9469,1025,93.0,7,7.0-3.0
16198,41,39,0,2,1,3530.387,-10331.7,-16077.1,145.8189,-71.1345,1025,93.0,7,7.0-3.0
16199,41,40,0,2,0,4033.085,-10146.0,-16077.1,145.819,-68.3219,1025,93.0,7,7.0-3.0
16200,41,41,0,2,2,4526.067,-9935.88,-16077.1,145.819,-65.5094,6455,93.0,7,7.0-3.0
16201,41,42,0,2,1,5008.145,-9701.83,-16077.1,145.819,-62.6969,6455,93.0,7,7.0-3.0
16202,41,43,0,2,0,5478.16,-9444.4,-16077.1,145.819,-59.8844,6455,93.0,7,7.0-3.0
16203,41,44,0,2,0,5934.976,-9164.22,-16077.1,145.819,-57.0719,5730,67.0,5,5.0-1.0
16204,41,45,0,2,1,6377.494,-8861.97,-16077.1,145.819,-54.2594,5730,67.0,5,5.0-1.0
16205,41,46,0,2,2,6804.648,-8538.37,-16077.1,145.819,-51.4469,5730,67.0,5,5.0-1.0
16206,41,47,0,2,0,7215.409,-8194.19,-16077.1,145.819,-48.6344,1295,67.0,5,5.0-1.0
16207,41,48,0,2,1,7608.788,-7830.28,-16077.1,145.819,-45.8219,1295,67.0,5,5.0-1.0
16208,41,49,0,2,2,7983.837,-7447.5,-16077.1,145.819,-43.0094,1295,67.0,5,5.0-1.0
16209,41,50,0,2,0,8339.652,-7046.78,-16077.1,145.819,-40.1969,852,67.0,5,5.0-1.0
16210,41,51,0,2,1,8675.377,-6629.09,-16077.1,145.819,-37.3844,852,67.0,5,5.0-1.0
16211,41,52,0,2,2,8990.201,-6195.42,-16077.1,145.819,-34.5719,852,67.0,5,5.0-1.0
16212,41,53,0,2,0,9283.366,-5746.83,-16077.1,145.819,-31.7594,1626,19.0,5,5.0-1.0
16213,41,54,0,2,1,9554.167,-5284.4,-16077.1,145.819,-28.9469,1626,19.0,5,5.0-1.0
16214,41,55,0,2,2,9801.952,-4809.23,-16077.1,145.819,-26.1344,1626,19.0,5,5.0-1.0
16215,41,56,0,2,0,10026.12,-4322.48,-16077.1,145.819,-23.3219,1113,19.0,5,5.0-1.0
16216,41,57,0,2,1,10226.14,-3825.31,-16077.1,145.819,-20.5094,1113,19.0,5,5.0-1.0
16217,41,58,0,2,2,10401.52,-3318.93,-16077.1,145.819,-17.6969,1113,19.0,5,5.0-1.0
16218,41,59,0,2,2,10551.84,-2804.56,-16077.1,145.819,-14.8844,2804,19.0,5,5.0-1.0
16219,41,60,0,2,1,10676.75,-2283.42,-16077.1,145.819,-12.0719,2804,19.0,5,5.0-1.0
16220,41,61,0,2,0,10775.93,-1756.79,-16077.1,145.819,-9.2594,2804,19.0,5,5.0-1.0
16221,41,62,0,2,2,10849.15,-1225.92,-16077.1,145.819,-6.4469,2534,31.0,3,3.0-1.0
16222,41,63,0,2,1,10896.24,-692.105,-16077.1,145.819,-3.6344,2534,31.0,3,3.0-1.0
16223,41,64,0,2,0,10917.07,-156.618,-16077.1,145.819,-0.8219,2534,31.0,3,3.0-1.0
16224,41,65,0,2,2,10911.6,379.2451,-16077.1,145.819,1.9906,1857,31.0,3,3.0-1.0
16225,41,66,0,2,1,10879.85,914.1959,-16077.1,145.819,4.8031,1857,31.0,3,3.0-1.0
16226,41,67,0,2,0,10821.89,1446.943,-16077.1,145.819,7.6156,1857,31.0,3,3.0-1.0
16227,41,68,0,2,2,10737.86,1976.205,-16077.1,145.819,10.4281,2056,31.0,3,3.0-1.0
16228,41,69,0,2,1,10627.95,2500.707,-16077.1,145.819,13.2406,2056,31.0,3,3.0-1.0
16229,41,70,0,2,0,10492.45,3019.183,-16077.1,145.819,16.0531,2056,31.0,3,3.0-1.0
16230,41,71,0,2,2,10331.67,3530.386,-16077.1,145.819,18.8656,2613,31.0,3,3.0-1.0
16231,41,72,0,2,1,10145.99,4033.085,-16077.1,145.819,21.6781,2613,31.0,3,3.0-1.0
16232,41,73,0,2,0,9935.878,4526.067,-16077.1,145.819,24.4906,2613,31.0,3,3.0-1.0
16233,41,74,0,2,0,9701.826,5008.145,-16077.1,145.819,27.3031,2416,31.0,3,3.0-1.0
16234,41,75,0,2,1,9444.401,5478.16,-16077.1,145.819,30.1156,2416,31.0,3,3.0-1.0
16235,41,76,0,2,2,9164.224,5934.976,-16077.1,145.819,32.9281,2416,31.0,3,3.0-1.0
16236,41,77,0,1,0,8861.97,6377.493,-16077.1,145.819,35.7406,1507,170.0,3,3.0-2.0
16237,41,78,0,2,1,8538.367,6804.648,-16077.1,145.819,38.5531,1507,170.0,3,3.0-2.0
16238,41,79,0,2,2,8194.194,7215.409,-16077.1,145.819,41.3656,1507,170.0,3,3.0-2.0
16239,41,80,0,2,0,7830.28,7608.788,-16077.1,145.819,44.1781,1630,170.0,3,3.0-2.0
16240,41,81,0,2,1,7447.502,7983.837,-16077.1,145.819,46.9906,1630,170.0,3,3.0-2.0
16241,41,82,0,2,2,7046.782,8339.652,-16077.1,145.819,49.8031,1630,170.0,3,3.0-2.0
16242,41,83,0,2,2,6629.086,8675.376,-16077.1,145.819,52.6156,5521,170.0,3,3.0-2.0
16243,41,84,0,2,1,6195.42,8990.2,-16077.1,145.819,55.4281,5521,170.0,3,3.0-2.0
16244,41,85,0,2,0,5746.831,9283.365,-16077.1,145.819,58.2406,5521,170.0,3,3.0-2.0
16245,41,86,0,2,0,5284.395,9554.167,-16077.1,145.819,61.0531,5302,170.0,3,3.0-2.0
16246,41,87,0,2,1,4809.229,9801.951,-16077.1,145.819,63.8656,5302,170.0,3,3.0-2.0
16247,41,88,0,2,2,4322.478,10026.12,-16077.1,145.819,66.6781,5302,170.0,3,3.0-2.0
16248,41,89,0,2,0,3825.312,10226.14,-16077.1,145.819,69.4906,5699,170.0,3,3.0-2.0
16249,41,90,0,2,1,3318.932,10401.52,-16077.1,145.819,72.3031,5699,170.0,3,3.0-2.0
16250,41,91,0,2,2,2804.556,10551.84,-16077.1,145.819,75.1156,5699,170.0,3,3.0-2.0
16251,41,92,0,2,2,2283.423,10676.75,-16077.1,145.819,77.9281,3393,53.0,2,2.0-3.0
16252,41,93,0,2,1,1756.789,10775.93,-16077.1,145.819,80.7406,3393,53.0,2,2.0-3.0
16253,41,94,0,2,0,1225.923,10849.15,-16077.1,145.819,83.5531,3393,53.0,2,2.0-3.0
16254,41,95,0,2,0,692.1041,10896.24,-16077.1,145.819,86.3656,3647,53.0,2,2.0-3.0
16255,41,96,0,2,1,156.6177,10917.07,-16077.1,145.819,89.1781,3647,53.0,2,2.0-3.0
16256,41,97,0,2,2,-379.246,10911.6,-16077.1,145.819,91.9906,3647,53.0,2,2.0-3.0
16257,41,98,0,2,0,-914.196,10879.85,-16077.1,145.819,94.8031,4234,53.0,2,2.0-3.0
16258,41,99,0,2,1,-1446.94,10821.89,-16077.1,145.819,97.6156,4234,53.0,2,2.0-3.0
16259,41,100,0,2,2,-1976.21,10737.86,-16077.1,145.819,100.4281,4083,137.0,3,3.0-3.0
16260,41,101,0,2,1,-2500.71,10627.95,-16077.1,145.819,103.2406,4083,137.0,3,3.0-3.0
16261,41,102,0,2,0,-3019.18,10492.45,-16077.1,145.819,106.0531,4083,137.0,3,3.0-3.0
16262,41,103,0,2,0,-3530.39,10331.67,-16077.1,145.819,108.8656,6742,137.0,3,3.0-3.0
16263,41,104,0,2,1,-4033.09,10145.99,-16077.1,145.819,111.6781,6742,137.0,3,3.0-3.0
16264,41,105,0,2,2,-4526.07,9935.878,-16077.1,145.819,114.4906,6742,137.0,3,3.0-3.0
16265,41,106,0,2,2,-5008.15,9701.826,-16077.1,145.819,117.3031,6841,137.0,3,3.0-3.0
16266,41,107,0,2,1,-5478.16,9444.401,-16077.1,145.819,120.1156,6841,137.0,3,3.0-3.0
16267,41,108,0,2,0,-5934.98,9164.224,-16077.1,145.819,122.9281,6841,137.0,3,3.0-3.0
16268,41,109,0,2,2,-6377.49,8861.97,-16077.1,145.819,125.7406,6233,109.0,4,4.0-3.0
16269,41,110,0,2,1,-6804.65,8538.367,-16077.1,145.819,128.5531,6233,109.0,4,4.0-3.0
16270,41,111,0,2,0,-7215.41,8194.194,-16077.1,145.819,131.3656,6233,109.0,4,4.0-3.0
16271,41,112,0,2,2,-7608.79,7830.28,-16077.1,145.819,134.1781,1283,109.0,4,4.0-3.0
16272,41,113,0,2,1,-7983.84,7447.502,-16077.1,145.819,136.9906,1283,109.0,4,4.0-3.0
16273,41,114,0,2,0,-8339.65,7046.783,-16077.1,145.819,139.8031,1283,109.0,4,4.0-3.0
16274,41,115,0,2,2,-8675.38,6629.086,-16077.1,145.819,142.6156,2331,109.0,4,4.0-3.0
16275,41,116,0,2,1,-8990.2,6195.42,-16077.1,145.819,145.4281,2331,109.0,4,4.0-3.0
16276,41,117,0,2,0,-9283.37,5746.831,-16077.1,145.819,148.2406,2331,109.0,4,4.0-3.0
16277,41,118,0,2,2,-9554.17,5284.395,-16077.1,145.819,151.0531,1268,10.0,3,3.0-1.0
16278,41,119,0,2,1,-9801.95,4809.229,-16077.1,145.819,153.8656,1268,10.0,3,3.0-1.0
16279,41,120,0,2,0,-10026.1,4322.478,-16077.1,145.8191,156.678,1268,10.0,3,3.0-1.0
16280,41,121,0,2,0,-10226.1,3825.313,-16077.1,145.8191,159.4905,1549,10.0,3,3.0-1.0
16281,41,122,0,2,1,-10401.5,3318.932,-16077.1,145.819,162.3031,1549,10.0,3,3.0-1.0
16282,41,123,0,2,2,-10551.8,2804.556,-16077.1,145.8191,165.1155,1549,10.0,3,3.0-1.0
16283,41,124,0,2,0,-10676.7,2283.423,-16077.1,145.8191,167.928,1590,10.0,3,3.0-1.0
16284,41,125,0,2,1,-10775.9,1756.789,-16077.1,145.8191,170.7406,1590,10.0,3,3.0-1.0
16285,41,126,0,2,2,-10849.2,1225.924,-16077.1,145.8189,173.5531,1590,10.0,3,3.0-1.0
16286,41,127,0,2,0,-10896.2,692.1043,-16077.1,145.8191,176.3656,1510,10.0,3,3.0-1.0
16287,41,128,0,2,1,-10917.1,156.6177,-16077.1,145.8189,179.1781,1510,10.0,3,3.0-1.0
16288,42,1,0,2,0,-10473.1,-52.3071,-16370.5,147.3904,-179.7138,1851,52.0,6,6.0-1.0
16289,42,2,0,1,1,-10454.3,-629.166,-16370.5,147.3905,-176.556,1851,52.0,6,6.0-1.0
16290,42,3,0,1,2,-10321.6,-1775.41,-16370.5,147.3905,-170.2401,1851,52.0,6,6.0-1.0
16291,42,4,0,2,0,-10208.2,-2341.31,-16370.5,147.3904,-167.0823,2215,52.0,6,6.0-1.0
16292,42,5,0,2,1,-10063.7,-2900.09,-16370.5,147.3904,-163.9244,2215,52.0,6,6.0-1.0
16293,42,6,0,1,2,-9683.56,-3989.58,-16370.5,147.3905,-157.6086,2215,52.0,6,6.0-1.0
16294,42,7,0,2,2,-9449.08,-4516.97,-16370.5,147.3905,-154.4507,761,175.0,5,5.0-1.0
16295,42,8,0,2,1,-8894.83,-5529.03,-16370.5,147.3905,-148.1349,761,175.0,5,5.0-1.0
16296,42,9,0,1,0,-8576.74,-6010.63,-16370.5,147.3905,-144.977,761,175.0,5,5.0-1.0
16297,42,10,0,2,2,-8232.6,-6473.98,-16370.5,147.3905,-141.8191,797,175.0,5,5.0-1.0
16298,42,11,0,1,1,-7470.45,-7340.34,-16370.5,147.3905,-135.5033,797,175.0,5,5.0-1.0
16299,42,12,0,1,0,-7054.74,-7740.72,-16370.5,147.3905,-132.3454,797,175.0,5,5.0-1.0
16300,42,13,0,2,2,-6617.61,-8117.6,-16370.5,147.3905,-129.1875,896,175.0,5,5.0-1.0
16301,42,14,0,1,1,-5684.44,-8796.32,-16370.5,147.3905,-122.8717,896,175.0,5,5.0-1.0
16302,42,15,0,2,0,-5191.24,-9096.11,-16370.5,147.3905,-119.7138,896,175.0,5,5.0-1.0
16303,42,16,0,2,2,-4682.27,-9368.27,-16370.5,147.3905,-116.5559,4753,175.0,5,5.0-1.0
16304,42,17,0,1,1,-3623.27,-9826.5,-16370.5,147.3905,-110.2402,4753,175.0,5,5.0-1.0
16305,42,18,0,1,0,-3076.45,-10011.2,-16370.5,147.3904,-107.0822,4753,175.0,5,5.0-1.0
16306,42,19,0,2,2,-2520.28,-10165.4,-16370.5,147.3906,-103.9244,4646,102.0,7,7.0-2.0
16307,42,20,0,1,1,-1386.7,-10381.0,-16370.5,147.3905,-97.6086,4646,102.0,7,7.0-2.0
16308,42,21,0,1,0,-812.731,-10441.6,-16370.5,147.3905,-94.4507,4646,102.0,7,7.0-2.0
16309,42,22,0,2,0,340.8658,-10467.7,-16370.5,147.3904,-88.1349,4572,102.0,7,7.0-2.0
16310,42,23,0,1,1,916.9886,-10433.0,-16370.5,147.3904,-84.977,4572,102.0,7,7.0-2.0
16311,42,24,0,2,2,1490.325,-10366.6,-16370.5,147.3905,-81.8191,4572,102.0,7,7.0-2.0
16312,42,25,0,1,0,2621.695,-10139.8,-16370.5,147.3904,-75.5034,6576,102.0,7,7.0-2.0
16313,42,26,0,2,1,3176.291,-9979.94,-16370.5,147.3905,-72.3454,6576,102.0,7,7.0-2.0
16314,42,27,0,1,2,3721.241,-9789.82,-16370.5,147.3905,-69.1875,6576,102.0,7,7.0-2.0
16315,42,28,0,2,0,4775.615,-9321.03,-16370.5,147.3905,-62.8717,5575,102.0,7,7.0-2.0
16316,42,29,0,1,1,5281.839,-9043.8,-16370.5,147.3905,-59.7138,5575,102.0,7,7.0-2.0
16317,42,30,0,2,2,5772.021,-8739.1,-16370.5,147.3905,-56.5559,5575,102.0,7,7.0-2.0
16318,42,31,0,1,0,6698.361,-8051.09,-16370.5,147.3905,-50.2402,5820,102.0,7,7.0-2.0
16319,42,32,0,1,1,7131.706,-7669.87,-16370.5,147.3905,-47.0823,5820,102.0,7,7.0-2.0
16320,42,33,0,2,2,7543.393,-7265.35,-16370.5,147.3905,-43.9244,5820,102.0,7,7.0-2.0
16321,42,34,0,2,0,8296.86,-6391.42,-16370.5,147.3905,-37.6086,874,102.0,7,7.0-2.0
16322,42,35,0,1,1,8636.35,-5924.66,-16370.5,147.3905,-34.4507,874,102.0,7,7.0-2.0
16323,42,36,0,2,2,9235.693,-4938.63,-16370.5,147.3905,-28.1349,874,102.0,7,7.0-2.0
16324,42,37,0,2,0,9493.727,-4422.36,-16370.5,147.3905,-24.977,1613,27.0,5,5.0-1.0
16325,42,38,0,1,1,9722.929,-3892.66,-16370.5,147.3905,-21.8191,1613,27.0,5,5.0-1.0
16326,42,39,0,1,2,10092.14,-2799.43,-16370.5,147.3905,-15.5033,1613,27.0,5,5.0-1.0
16327,42,40,0,2,0,10231.03,-2239.22,-16370.5,147.3905,-12.3454,2665,27.0,5,5.0-1.0
16328,42,41,0,1,1,10338.85,-1672.22,-16370.5,147.3905,-9.1875,2665,27.0,5,5.0-1.0
16329,42,42,0,1,2,10460.06,-524.71,-16370.5,147.3905,-2.8717,2665,27.0,5,5.0-1.0
16330,42,43,0,2,0,10473.08,52.3067,-16370.5,147.3905,0.2862,1612,31.0,3,3.0-1.0
16331,42,44,0,1,1,10454.29,629.1655,-16370.5,147.3905,3.4441,1612,31.0,3,3.0-1.0
16332,42,45,0,1,2,10321.63,1775.405,-16370.5,147.3905,9.7598,1612,31.0,3,3.0-1.0
16333,42,46,0,2,0,10208.15,2341.305,-16370.5,147.3905,12.9177,1356,31.0,3,3.0-1.0
16334,42,47,0,2,1,10063.68,2900.094,-16370.5,147.3905,16.0756,1356,31.0,3,3.0-1.0
16335,42,48,0,1,2,9683.562,3989.579,-16370.5,147.3905,22.3914,1356,31.0,3,3.0-1.0
16336,42,49,0,2,2,9449.081,4516.967,-16370.5,147.3905,25.5493,1479,170.0,3,3.0-2.0
16337,42,50,0,2,1,8894.827,5529.029,-16370.5,147.3905,31.8651,1479,170.0,3,3.0-2.0
16338,42,51,0,1,0,8576.739,6010.629,-16370.5,147.3905,35.023,1479,170.0,3,3.0-2.0
16339,42,52,0,2,2,8232.603,6473.975,-16370.5,147.3905,38.1809,770,170.0,3,3.0-2.0
